"","ID","TDU","REP","PRODUCT","KWH500","KWH1000","KWH2000","RATE_TYPE","RENEWABLE","TERM_LENGTH","PREPAID","TOU","PROMOTION","FACTS_URL"
"1325","8595","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Eagle 36",10.1,9.6,9.3,"是",6,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-36mo.pdf"
"1326","8596","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 12",10.8,10.3,10,"是",100,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-sharynorth-G-12mo.pdf"
"1327","8598","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 36",10.5,10,9.7,"是",100,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-36mo.pdf"
"1328","8599","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Eagle 12",10.5,10,9.7,"是",6,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-sharynorth-12mo-span.pdf"
"1329","8601","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Eagle 36",10.1,9.6,9.3,"是",6,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-sharynorth-36mo-span.pdf"
"1330","8602","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 12",10.8,10.3,10,"是",100,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-sharynorth-G-12mo-span.pdf"
"1331","8604","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 36",10.5,10,9.7,"是",100,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-sharynorth-G-36mo-span.pdf"
"1332","8771","ONCOR ELECTRIC DELIVERY COMPANY","重货","New Friends 24 Month Plan",14,11.4,11.2,"是",19,24,"老客户","否","散客","https://mystream.com/~/media/Files/PDFs_PowerPoints/Enroll/texas/TX_RFRBFF24R/ONCOR.pdf?la=en"
"1333","5886","ONCOR ELECTRIC DELIVERY COMPANY","重货","3 Months Texas Summer Savings Product",11.7,9.2,9,"是",11,3,"老客户","否","散客","https://www.summerenergy.com/PDF/EFL3MPTCSUMRES4M9ALL080918.pdf"
"1334","7483","ONCOR ELECTRIC DELIVERY COMPANY","电商","Constellation AdvancePay",9.5,9.5,9.5,"否",9,1,"新客户","否","散客","http://www.constellation.com/documents/onc-spanish-efl.pdf"
"1335","5097","ONCOR ELECTRIC DELIVERY COMPANY","时效","Fast Fixed 4",14.6,13.7,13.3,"是",14,4,"老客户","否","散客","http://www.bounceenergy.com/efls/fastfixed4-071018.pdf"
"1336","4811","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Wise Buy 12",12.6,10.3,10.1,"是",11,12,"老客户","否","散客","https://www.pennywisepower.com/files/09017518816576f4.pdf"
"1337","5368","ONCOR ELECTRIC DELIVERY COMPANY","重货","9 Months Texas Summer Savings Product",11.3,8.8,8.6,"是",11,9,"老客户","否","散客","https://www.summerenergy.com/PDF/EFL9MPTCSUMRES4M9ALL080918.pdf"
"1338","5369","ONCOR ELECTRIC DELIVERY COMPANY","重货","6 Months Texas Summer Savings Product",11.5,9,8.8,"是",11,6,"老客户","否","散客","https://www.summerenergy.com/PDF/EFL6MPTCSUMRES4M9ALL080918.pdf"
"1339","5503","ONCOR ELECTRIC DELIVERY COMPANY","重货","12 Months Texas Summer Savings Product",12.3,9.8,9.6,"是",11,12,"老客户","否","散客","https://www.summerenergy.com/PDF/EFL12MPTCSUMRES4M9ALL080918.pdf"
"1340","4758","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy FlexPower",14,13.3,12.9,"否",6,0,"新客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXPREPA0000AH&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1341","4759","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy FlexPower",14,13.3,12.9,"否",6,0,"新客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXPREPA0000AH&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1342","4535","ONCOR ELECTRIC DELIVERY COMPANY","国际","Platinum Power As You Go",12.2,11.1,10.5,"否",0,1,"新客户","否","散客","http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PLAT_PAYG"
"1343","4499","ONCOR ELECTRIC DELIVERY COMPANY","电商","Affordable Saver 12",11.5,9.7,9.7,"是",12,12,"老客户","否","散客","https://enroll.apge.com/Offer/getDocument?documentId=10&offerCode=ONC_RES_12_FIXED_WEB"
"1344","4371","ONCOR ELECTRIC DELIVERY COMPANY","国际","Texas Refresh 12",10.3,9.4,9,"是",100,12,"老客户","否","散客","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXY1F12D0DG003_20180809_eng_2bd3dc0b-1dd3-47d0-a678-a092c994d156.pdf"
"1345","4369","ONCOR ELECTRIC DELIVERY COMPANY","国际","Entrust 12",10.2,9.4,9,"是",17,12,"老客户","否","散客","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN1F12D0DG003_20180809_eng_dc40adf1-72ef-4f2f-9d35-fa8de0ece8a5.pdf"
"1346","4320","ONCOR ELECTRIC DELIVERY COMPANY","其他","Operation USO AutoPay E-Plan ",12.1,9.8,9.6,"是",16,24,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen-uso.pdf"
"1347","4175","ONCOR ELECTRIC DELIVERY COMPANY","重货","AutoPay E-Plan Spirit of Texas ",11.5,9.2,9,"是",16,36,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen-spanish.pdf"
"1348","4137","ONCOR ELECTRIC DELIVERY COMPANY","其他","Operation USO AutoPay E-plan",12.1,9.8,9.6,"是",16,12,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen-uso.pdf"
"1349","3651","ONCOR ELECTRIC DELIVERY COMPANY","重货","Spirit of Texas AutoPay E-Plan",11.8,9.5,9.3,"是",16,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-spanish.pdf"
"1350","4117","ONCOR ELECTRIC DELIVERY COMPANY","其他","Autopay E-Plan ",11.6,9.3,9.1,"是",16,36,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-36-nongreen.pdf"
"1351","3614","ONCOR ELECTRIC DELIVERY COMPANY","重货","AutoPay E-Plan Spirit of Texas",11.8,9.5,9.3,"是",16,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen-spanish.pdf"
"1352","3646","ONCOR ELECTRIC DELIVERY COMPANY","重货","AutoPay E-Plan Healthy Heart of Texas",12.1,9.8,9.6,"是",100,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-green-spanish.pdf"
"1353","3638","ONCOR ELECTRIC DELIVERY COMPANY","重货","AutoPay E-Plan Spirit of Texas",15.2,12.9,12.7,"否",16,1,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen-spanish.pdf"
"1354","3628","ONCOR ELECTRIC DELIVERY COMPANY","重货","3 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",15,12.7,12.5,"是",16,3,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-spanish.pdf"
"1355","3622","ONCOR ELECTRIC DELIVERY COMPANY","重货","6 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",12.8,10.5,10.3,"是",16,6,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen-spanish.pdf"
"1356","3558","ONCOR ELECTRIC DELIVERY COMPANY","重货","AutoPay E-Plan de Sembrar-Un-Arbol",12,9.7,9.5,"是",16,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-tree-spanish.pdf"
"1357","3602","ONCOR ELECTRIC DELIVERY COMPANY","重货","AutoPay E-Plan Healthy Heart of Texas",12.1,9.8,9.6,"是",100,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-green-spanish.pdf"
"1358","3206","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Eagle 36",10.3,9.8,9.5,"是",6,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-36mo-SPAN.pdf"
"1359","3437","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Fixed rate for 36 billing cycle(s).",10.9,9.5,9.5,"是",15,36,"老客户","否","散客","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTXU36FIXED09QQ00RPROMO1"
"1360","3439","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Fixed rate for 12 billing cycle(s).",11.3,9.9,9.9,"是",15,12,"老客户","否","散客","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTXU12FIXED09PP00RPROMO1"
"1361","3200","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Eagle 36",10.3,9.8,9.5,"是",6,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-36mo.pdf"
"1362","3146","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 12",10.9,10.4,10.1,"是",100,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-12mo-SPAN.pdf"
"1363","3140","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 36",10.6,10.1,9.8,"是",100,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-36mo-SPAN.pdf"
"1364","3129","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Eagle 12",10.6,10.1,9.8,"是",6,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-12mo-SPAN.pdf"
"1365","3118","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 12",10.9,10.4,10.1,"是",100,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-12mo.pdf"
"1366","3076","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Green Eagle 36",10.6,10.1,9.8,"是",100,36,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-36mo.pdf"
"1367","3060","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Eagle 12",10.6,10.1,9.8,"是",6,12,"老客户","否","散客","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-12mo.pdf"
"1368","2615","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy MarketEdge ",13.5,12.6,12.2,"否",6,0,"老客户","否","散客","http://www.txu.com/~/media/Files/Marketing/Residential/EFLs/ONXMKTEDNS00AH_SPA.pdf"
"1369","2498","ONCOR ELECTRIC DELIVERY COMPANY","重货","Plant-A-Tree AutoPay E-Plan",12,9.7,9.5,"是",16,12,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-tree.pdf"
"1370","2026","ONCOR ELECTRIC DELIVERY COMPANY","其他","Autopay E-Plan ",11.9,9.6,9.4,"是",16,24,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen.pdf"
"1371","2031","ONCOR ELECTRIC DELIVERY COMPANY","其他","Green Earth Autopay E-plan ",12.2,9.9,9.7,"是",100,24,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-24-green.pdf"
"1372","1987","ONCOR ELECTRIC DELIVERY COMPANY","重货","Spirit Of Texas AutoPay E-Plan",11.8,9.5,9.3,"是",16,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen.pdf"
"1373","1999","ONCOR ELECTRIC DELIVERY COMPANY","重货","Healthy Heart Of Texas AutoPay E-Plan",12.1,9.8,9.6,"是",100,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-green.pdf"
"1374","1892","ONCOR ELECTRIC DELIVERY COMPANY","重货","6 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",12.8,10.5,10.3,"是",16,6,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen.pdf"
"1375","1951","ONCOR ELECTRIC DELIVERY COMPANY","时效","Tremendous 24",12,11.1,10.7,"是",14,24,"老客户","否","散客","http://www.bounceenergy.com/efls/tremendous24-071018.pdf"
"1376","1887","ONCOR ELECTRIC DELIVERY COMPANY","重货","3 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",15,12.7,12.5,"是",16,3,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen.pdf"
"1377","1823","ONCOR ELECTRIC DELIVERY COMPANY","重货","Texas Independence AutoPay E-Plan",15.2,12.9,12.7,"否",16,1,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen.pdf"
"1378","1529","ONCOR ELECTRIC DELIVERY COMPANY","时效","Fantastic Fixed 6",12.8,11.9,11.5,"是",14,6,"老客户","否","散客","http://www.bounceenergy.com/efls/fantasticfixed6-071018.pdf"
"1379","1732","ONCOR ELECTRIC DELIVERY COMPANY","时效","Terrific 12",12.2,11.3,10.9,"是",14,12,"老客户","否","散客","http://www.bounceenergy.com/efls/terrific12-071018.pdf"
"1380","603","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Residential Electricity... Plain and simple.",13.5,12.4,11.9,"否",8,0,"老客户","否","散客","https://neccoopenergy.com/residential-service/residential-prices/oncor-residential-prices-fact-sheet/"
"1381","1309","ONCOR ELECTRIC DELIVERY COMPANY","重货","Healthy Heart Of Texas AutoPay E-Plan",12.1,9.8,9.6,"是",100,12,"老客户","否","散客","http://www.southwestpl.com/Docs/swpl-efl-fixed-12-green.pdf"
"1382","1304","ONCOR ELECTRIC DELIVERY COMPANY","重货","Spirit Of Texas AutoPay E-Plan",11.8,9.5,9.3,"是",16,12,"老客户","否","散客","http://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen.pdf"
"1383","969","ONCOR ELECTRIC DELIVERY COMPANY","其他","6 Month Fixed Rate Autopay E-Plan",12.9,10.6,10.4,"是",16,6,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-6-nongreen.pdf"
"1384","962","ONCOR ELECTRIC DELIVERY COMPANY","其他","3 Month Fixed Rate AutoPay E-Plan",15.1,12.8,12.6,"是",16,3,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-3-nongreen.pdf"
"1385","355","ONCOR ELECTRIC DELIVERY COMPANY","重货","AutoPay E-Plan",13.2,10.9,10.7,"是",16,12,"老客户","否","散客","http://www.texpoenergy.com/Docs/texpo-efl-fixed-12-nongreen.pdf"
"1386","356","ONCOR ELECTRIC DELIVERY COMPANY","重货","Clear Blue Skies AutoPay E-Plan",13.7,11.4,11.2,"是",100,12,"老客户","否","散客","http://www.texpoenergy.com/Docs/texpo-efl-fixed-12-green.pdf"
"1387","358","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy MarketEdge",13.5,12.6,12.2,"否",6,0,"老客户","否","散客","http://www.txu.com/~/media/Files/Marketing/Residential/EFLs/ONXMKTEDNS00AH_ENG.pdf"
"1388","362","ONCOR ELECTRIC DELIVERY COMPANY","其他","Autopay E-Plan",11.9,9.6,9.4,"是",16,12,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen.pdf"
"1389","364","ONCOR ELECTRIC DELIVERY COMPANY","其他","AutoPay E-Plan",15.3,13,12.8,"否",16,1,"老客户","否","散客","https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen.pdf"
"1390","365","ONCOR ELECTRIC DELIVERY COMPANY","其他","Green Earth Autopay E-plan ",12.2,9.9,9.7,"是",100,12,"老客户","否","散客","http://www.yeptexas.com/Docs/yep-efl-fixed-12-green.pdf"
"1391","18709","ONCOR ELECTRIC DELIVERY COMPANY","特惠","#Turbo12",9.3,8.9,8.7,"是",19,12,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/ONC_Turbo12_PTC_08142018.pdf"
"1392","18710","ONCOR ELECTRIC DELIVERY COMPANY","特惠","#Turbo18",9.3,8.9,8.7,"是",19,18,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/ONC_Turbo18_PTC_08142018.pdf"
"1393","18711","ONCOR ELECTRIC DELIVERY COMPANY","特惠","#Turbo24",9.4,9,8.8,"是",19,24,"老客户","否","散客","https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/ONC_Turbo24_PTC_08142018.pdf"
"1394","18677","ONCOR ELECTRIC DELIVERY COMPANY","电商","6 Month Texas Wind (No Min Usage Fee)",8.8,8.4,8.2,"是",100,6,"老客户","否","散客","https://signup.startexpower.constellation.com/Contract/017K6.pdf/?language=EN"
"1395","18689","ONCOR ELECTRIC DELIVERY COMPANY","特惠","SimpleLife 12",9.5,9.5,9.5,"是",100,12,"老客户","否","散客","https://rpm.lifeenergy.com/documents/public/975a1e7e1ab85b8dc3dbd77bbd71c9ecf90120e9"
"1396","18690","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PowerLife 12",9.8,9.4,9.2,"是",100,12,"老客户","否","散客","https://rpm.lifeenergy.com/documents/public/4591d8b4c27ee89e459a51ee1dd05d2a24a4fbb4"
"1397","18691","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PowerLife 10",9.1,8.7,8.5,"是",100,10,"老客户","否","散客","https://rpm.lifeenergy.com/documents/public/2987153f29832d7c92f617fa1e4a61677de1754a"
"1398","18692","ONCOR ELECTRIC DELIVERY COMPANY","特惠","PowerLife 24",9.8,9.4,9.2,"是",100,24,"老客户","否","散客","https://rpm.lifeenergy.com/documents/public/995eba4071cc18ca01ffa752faa657af2b887ea0"
"1399","18634","ONCOR ELECTRIC DELIVERY COMPANY","其他","Windrose Energy Saver",9.4,9,8.8,"是",19,6,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=4029"
"1400","18635","ONCOR ELECTRIC DELIVERY COMPANY","其他","Windrose Energy Saver",9,8.6,8.4,"是",19,9,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=4028"
"1401","18636","ONCOR ELECTRIC DELIVERY COMPANY","其他","Freedom Family 12 Month",29.2,14.6,7.3,"是",4,12,"老客户","否","散客","https://client.veteranenergy.us/resources/efl/signup/Oncor/Freedom_Family_12-month"
"1402","18657","ONCOR ELECTRIC DELIVERY COMPANY","国际","Gexa Choice Lite 9",9,9.7,10,"是",6,9,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56492&rkey=8480|3360|1004|23924"
"1403","18659","ONCOR ELECTRIC DELIVERY COMPANY","国际","Gexa Choice Lite 12",9.1,9.8,10.1,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56494&rkey=8480|3360|1004|23925"
"1404","18590","ONCOR ELECTRIC DELIVERY COMPANY","国际","Prime - 12",13.2,6.4,9.6,"是",19,12,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27560"
"1405","18592","ONCOR ELECTRIC DELIVERY COMPANY","国际","Prime - 24",13.2,6.4,9.6,"是",19,24,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=27561"
"1406","18599","ONCOR ELECTRIC DELIVERY COMPANY","国际","Smart Choice Supreme Plus 12",15.8,13.9,7.3,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56150&rkey=8480|3307|1004|23859"
"1407","18600","ONCOR ELECTRIC DELIVERY COMPANY","国际","Right Choice Supreme Plus 12",19.8,9.9,7.3,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56148&rkey=8480|3305|1004|23858"
"1408","18601","ONCOR ELECTRIC DELIVERY COMPANY","国际","Smart Choice Supreme 12",13.8,12.9,8.4,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56146&rkey=8480|3306|1004|23857"
"1409","18602","ONCOR ELECTRIC DELIVERY COMPANY","国际","Right Choice Supreme 12",17.8,8.9,8.4,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56144&rkey=8480|3304|1004|23856"
"1410","18604","ONCOR ELECTRIC DELIVERY COMPANY","国际","Smart Choice Value Plus 12",13.8,5.2,10.4,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56142&rkey=8480|3303|1004|23855"
"1411","18605","ONCOR ELECTRIC DELIVERY COMPANY","国际","Smart Choice Value 12",13.8,4.8,10.9,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56140&rkey=8480|3302|1004|23854"
"1412","18606","ONCOR ELECTRIC DELIVERY COMPANY","国际","Right Choice Value 12",10,5,13.9,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56138&rkey=8480|3301|1004|23853"
"1413","18607","ONCOR ELECTRIC DELIVERY COMPANY","国际","Right Choice Basic 12",7.5,11.9,11.9,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=56136&rkey=8480|3300|1004|23852"
"1414","18572","ONCOR ELECTRIC DELIVERY COMPANY","国际","Beat The Heat 12",11,9.9,7.3,"是",6,12,"老客户","否","散客","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=BTH12%2b&tdspcode=ONCOR_ELEC"
"1415","18566","ONCOR ELECTRIC DELIVERY COMPANY","冷运","11 Month Smart Family",29.2,14.6,7.3,"是",4,11,"老客户","否","散客","https://client.infiniteenergy.com/resources/efl/signup/Oncor/11-month_Smart_Family"
"1416","18564","ONCOR ELECTRIC DELIVERY COMPANY","国际","Friends & Family 12 Green",9.9,9.6,9.4,"是",100,12,"老客户","否","散客","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=FF12G%2b&tdspcode=ONCOR_ELEC"
"1417","18559","ONCOR ELECTRIC DELIVERY COMPANY","其他","Skip a Summer Renewal",9.4,9,8.8,"是",19,18,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=3964&Promo="
"1418","18517","ONCOR ELECTRIC DELIVERY COMPANY","其他","Summer Energy Saver",9.2,8.8,8.6,"是",19,24,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=3966&Promo="
"1419","18527","ONCOR ELECTRIC DELIVERY COMPANY","其他","Pioneer 11 Month Plan",10.4,5.2,12.6,"是",4,11,"老客户","否","散客","https://client.veteranenergy.us/resources/efl/signup/Oncor/Pioneer_11-month"
"1420","18507","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-plus 48 Choice",9.9,9.5,9.3,"是",100,48,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed80b.pdf"
"1421","18513","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-plus 48 Choice",9.9,9.5,9.3,"是",100,48,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed80c.pdf"
"1422","18484","ONCOR ELECTRIC DELIVERY COMPANY","国际","You Got This Green 24",12.1,11.2,10.8,"是",100,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX0546_ENG_20180807.PDF"
"1423","18487","ONCOR ELECTRIC DELIVERY COMPANY","重货","Shyne Energy Fixed 24",13.7,12.3,11.6,"是",19,24,"老客户","否","散客","http://shyneenergy.com/docs/EFL Oncor 24 Month.pdf"
"1424","18488","ONCOR ELECTRIC DELIVERY COMPANY","重货","Shyne Energy Fixed 36",13.5,12.1,11.4,"是",19,36,"老客户","否","散客","http://shyneenergy.com/docs/EFL Oncor 36 Month.pdf"
"1425","18479","ONCOR ELECTRIC DELIVERY COMPANY","国际","You Got This Green 12",12,11.1,10.7,"是",100,12,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX0545_ENG_20180807.PDF"
"1426","18474","ONCOR ELECTRIC DELIVERY COMPANY","国际","You Got This 36",11.7,10.8,10.4,"是",16,36,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX0542_ENG_20180807.PDF"
"1427","18469","ONCOR ELECTRIC DELIVERY COMPANY","国际","Live Brighter 36",11.7,10.8,10.4,"是",16,36,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXX2217_ENG_20180807.PDF"
"1428","18462","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Wise Buy 24",13.4,11.1,10.9,"是",11,24,"老客户","否","散客","https://www.pennywisepower.com/files/09017518816e9335.pdf"
"1429","18457","ONCOR ELECTRIC DELIVERY COMPANY","电商","Smart Simple Select 12",10.2,9.8,9.6,"是",11,12,"老客户","否","散客","https://signup.cirroenergy.com/files/09017518816edbe3.pdf"
"1430","18450","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-plus 60 Choice",9.5,9.1,8.9,"是",100,60,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed79a.pdf"
"1431","18421","ONCOR ELECTRIC DELIVERY COMPANY","电商","TX Tier Product ",9,4.5,8.7,"是",16,12,"老客户","否","散客","https://signup.startexpower.constellation.com/Contract/017G4.pdf/?language=EN"
"1432","18423","ONCOR ELECTRIC DELIVERY COMPANY","电商","36Mo Usage Bill Credit +A/C Protection for 2 Units",13.9,10,10.8,"是",16,36,"老客户","否","散客","https://signup.startexpower.constellation.com/Contract/016MC.pdf/?language=EN"
"1433","18425","ONCOR ELECTRIC DELIVERY COMPANY","冷运","12 Month Smart Apartment",6.8,13.4,16.7,"是",4,12,"老客户","否","散客","https://client.infiniteenergy.com/resources/efl/signup/Oncor/12-month_Smart_Apartment"
"1434","18417","ONCOR ELECTRIC DELIVERY COMPANY","特惠","OUR FIX 24",10.2,9.3,8.9,"是",13,24,"老客户","否","散客","http://ourenergyllc.com/prodox/EFLS/june18/june18ext/ONC24FIX-06222018-1.pdf"
"1435","18405","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free Conserve 12 Select",9,6.6,10.6,"是",100,12,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed790.pdf"
"1436","18406","ONCOR ELECTRIC DELIVERY COMPANY","重货","AutoPay E-Plan de Sembrar-Un-Arbol",12.6,10.1,9.8,"是",16,24,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen-tree-spanish.pdf"
"1437","18439","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-plus 60 Choice",9.5,9.1,8.9,"是",100,60,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed799.pdf"
"1438","18392","ONCOR ELECTRIC DELIVERY COMPANY","时效","Circular Organic 24",11.2,10.6,10.3,"是",100,24,"老客户","否","散客","https://empowerdocs.blob.core.windows.net/0788177871000/Circular%20Organic%2024%20Month%20Plan%20ONCOR%206.5垄_2518720180281609750_EFLEnglish.pdf"
